Order_ID,Customer_Lat,Customer_Lon,Order_Timestamp,Order_Value_INR,Order_Hour,Order_Time_Str,cluster
ORD-10000,12.933185762022813,77.76656925954994,2026-08-14 16:37:20.329873937,596.1844956573689,16,16:37:20,1
ORD-10001,12.988583157751885,77.67432438708879,2026-08-14 17:54:13.965741922,497.6925256338813,17,17:54:13,4
ORD-10002,12.88891913729069,77.61129028336799,2026-08-14 21:01:34.561123377,451.58358337107313,21,21:01:34,3
ORD-10003,12.923824237160067,77.61915231736737,2026-08-14 20:01:25.606559469,439.4759840081739,20,20:01:25,3
ORD-10004,12.953360491315404,77.64185317573596,2026-08-14 19:13:41.143879260,384.2905486025805,19,19:13:41,4
ORD-10005,12.935256666097493,77.6390170511776,2026-08-14 17:43:17.153062158,674.2794265351152,17,17:43:17,4
ORD-10006,12.9913518687908,77.61452170100353,2026-08-14 23:56:31.648430303,481.8919251528364,23,23:56:31,5
ORD-10007,12.932752581429853,77.54488557952864,2026-08-14 17:54:18.187067886,289.61677044701696,17,17:54:18,2
ORD-10008,12.88621086634406,77.61352346525827,2026-08-14 20:37:44.335265356,422.405969694774,20,20:37:44,3
ORD-10009,12.955237674134567,77.6011301711512,2026-08-14 18:46:49.178207336,499.2508540804407,18,18:46:49,2
ORD-10010,12.926942921474076,77.61025901644234,2026-08-14 20:05:26.513633745,614.6707922167989,20,20:05:26,3
ORD-10011,12.95968351652045,77.6511240009498,2026-08-14 21:08:38.487677463,389.3070419224189,21,21:08:38,4
ORD-10012,12.983395982418749,77.64183288518333,2026-08-14 16:34:27.690697129,399.3335166293178,16,16:34:27,4
ORD-10013,12.911910219565469,77.64976662199034,2026-08-14 19:59:00.453802619,483.5148190721108,19,19:59:00,3
ORD-10014,12.890750049091215,77.64790940456912,2026-08-14 22:58:36.557840819,611.0137229920989,22,22:58:36,3
ORD-10015,12.958718061273508,77.6379470725202,2026-08-14 23:59:59.000000000,274.6868196605956,23,23:59:59,4
ORD-10016,12.934995001737006,77.75873418663593,2026-08-14 19:40:29.874240704,555.8031946487619,19,19:40:29,1
ORD-10017,12.930193033534296,77.58575328607164,2026-08-14 20:06:15.130864952,410.3906204807016,20,20:06:15,2
ORD-10018,13.005829458533436,77.77788456744747,2026-08-14 23:59:59.000000000,431.335112737727,23,23:59:59,1
ORD-10019,12.970331402988917,77.7158817698427,2026-08-14 22:50:14.318534393,780.2363617694623,22,22:50:14,1
ORD-10020,12.939195569926095,77.61077834331944,2026-08-14 18:27:24.438876703,450.5296163172712,18,18:27:24,2
ORD-10021,12.853988954061936,77.65189204392108,2026-08-14 18:27:09.148942025,593.204062546287,18,18:27:09,3
ORD-10022,12.96895185081456,77.7920857936794,2026-08-14 22:23:28.945156085,587.8370755805023,22,22:23:28,1
ORD-10023,12.931465531840502,77.63881536653814,2026-08-14 17:28:20.665829588,302.996412885224,17,17:28:20,4
ORD-10024,12.981367935042082,77.60480472868387,2026-08-14 22:43:09.540762050,203.1908512165644,22,22:43:09,2
ORD-10025,12.976626493033772,77.56275251589466,2026-08-14 20:50:08.699673759,603.1473138625366,20,20:50:08,2
ORD-10026,13.031632621030196,77.61380362850461,2026-08-14 21:17:39.486876244,317.4680711327222,21,21:17:39,5
ORD-10027,12.997183564173168,77.5718269060421,2026-08-14 19:21:29.395768680,230.37255681434596,19,19:21:29,5
ORD-10028,12.89843939854014,77.58864096136215,2026-08-14 18:25:31.576761782,633.9243322266296,18,18:25:31,3
ORD-10029,12.925903840389989,77.61050426164661,2026-08-14 23:39:17.935477815,327.08598993366104,23,23:39:17,3
ORD-10030,12.912587570757276,77.6193493895076,2026-08-14 19:22:59.364475019,364.1223786473409,19,19:22:59,3
ORD-10031,12.929945906706116,77.58025978412184,2026-08-14 18:58:21.584310835,776.1559732633943,18,18:58:21,2
ORD-10032,12.952216467704668,77.55627198856371,2026-08-14 19:47:58.766389082,231.03969579276435,19,19:47:58,2
ORD-10033,12.856137488995053,77.60877131731455,2026-08-14 20:28:57.199194461,291.5570937889612,20,20:28:57,3
ORD-10034,12.996145709524738,77.6387911622224,2026-08-14 17:25:22.573859525,411.0452786289119,17,17:25:22,4
ORD-10035,12.986959302333572,77.5722231170764,2026-08-14 18:35:16.156552138,443.9614740248367,18,18:35:16,2
ORD-10036,12.960603863830972,77.69414371109991,2026-08-14 18:27:17.711334845,345.938207682352,18,18:27:17,4
ORD-10037,12.909333996969186,77.64733156183618,2026-08-14 22:06:47.522741462,306.20173540156253,22,22:06:47,3
ORD-10038,12.966555687750123,77.59541978365695,2026-08-14 17:47:06.336888001,706.4991486647896,17,17:47:06,2
ORD-10039,12.996277092401062,77.68300789752944,2026-08-14 15:36:38.089280178,519.4479186157073,15,15:36:38,4
ORD-10040,12.958280793438975,77.59636180548453,2026-08-14 15:04:56.148933845,567.7753116313781,15,15:04:56,2
ORD-10041,12.98235709658478,77.5859286653616,2026-08-14 16:19:26.578787919,459.4162235162196,16,16:19:26,2
ORD-10042,12.981414490342434,77.5938947523081,2026-08-14 23:24:13.843825633,523.4182423288705,23,23:24:13,2
ORD-10043,12.949866220414664,77.57311723878462,2026-08-14 20:02:25.859395356,619.9352491664386,20,20:02:25,2
ORD-10044,12.96425930826966,77.74356511373942,2026-08-14 21:15:11.241781265,330.55514781819977,21,21:15:11,1
ORD-10045,12.887001441342706,77.60960653619327,2026-08-14 21:20:28.389544092,519.7253994776972,21,21:20:28,3
ORD-10046,12.967607312225736,77.75844340869423,2026-08-14 20:08:25.655265531,584.4063470111837,20,20:08:25,1
ORD-10047,12.97455768009925,77.62252980923643,2026-08-14 19:48:46.968330138,711.719601957639,19,19:48:46,4
ORD-10048,13.00392280156166,77.55782818373602,2026-08-14 22:36:40.737868363,772.1836469702641,22,22:36:40,5
ORD-10049,12.965607037520677,77.58297822505115,2026-08-14 20:21:53.963228814,490.4789695472642,20,20:21:53,2
ORD-10050,12.99897495608482,77.6624908574646,2026-08-14 23:29:51.877313371,650.7958424530701,23,23:29:51,4
ORD-10051,12.968903908791813,77.60025427362852,2026-08-14 21:33:07.469507609,120.0,21,21:33:07,2
ORD-10052,12.911502636032388,77.55634321597226,2026-08-14 18:27:19.833538671,712.8424364065071,18,18:27:19,2
ORD-10053,12.975179831574463,77.56002123007768,2026-08-14 18:45:25.793785171,371.11745074187945,18,18:45:25,2
ORD-10054,12.943376807480869,77.59724932290018,2026-08-14 18:10:52.816741911,443.8353826518164,18,18:10:52,2
ORD-10055,12.951895641120444,77.57794229948964,2026-08-14 23:02:37.932197556,546.1656726550532,23,23:02:37,2
ORD-10056,12.976022969098423,77.64308414816874,2026-08-14 18:59:14.541423490,456.98364490267295,18,18:59:14,4
ORD-10057,12.8589626038094,77.60596865627726,2026-08-14 18:00:13.744828803,509.46800693522016,18,18:00:13,3
ORD-10058,12.91553552652269,77.64127763337002,2026-08-14 20:47:58.002370141,718.1539452339215,20,20:47:58,3
ORD-10059,12.877931403026905,77.83921533980512,2026-08-14 19:45:25.496042647,422.3669931981043,19,19:45:25,1
ORD-10060,12.988385913321297,77.75521068813713,2026-08-14 20:44:11.116613176,316.961427524917,20,20:44:11,1
ORD-10061,13.01115487007467,77.83202789184844,2026-08-14 23:59:59.000000000,752.0195785947826,23,23:59:59,1
ORD-10062,13.066276132560594,77.6302084583765,2026-08-14 22:16:57.637253360,559.0146325507017,22,22:16:57,5
ORD-10063,12.974374150856251,77.74504659863216,2026-08-14 20:04:03.094988717,768.3358462970195,20,20:04:03,1
ORD-10064,12.953147159459828,77.72108608029,2026-08-14 16:28:44.189542146,609.5444865868357,16,16:28:44,1
ORD-10065,12.947554506510516,77.547330541248,2026-08-14 18:45:00.337525122,281.46084119798445,18,18:45:00,2
ORD-10066,12.932544499226024,77.56553663479707,2026-08-14 21:46:39.414922908,576.8077007635322,21,21:46:39,2
ORD-10067,13.04248207834503,77.59572842871852,2026-08-14 17:04:20.630643044,332.40779011761686,17,17:04:20,5
ORD-10068,12.940342735443537,77.6062253950493,2026-08-14 23:59:59.000000000,481.1147703659501,23,23:59:59,2
ORD-10069,13.08609011295632,77.68840405650631,2026-08-14 20:02:09.749063720,468.6428394588363,20,20:02:09,5
ORD-10070,12.992241012497034,77.60515038305994,2026-08-14 20:07:19.635538885,237.3504293050416,20,20:07:19,5
ORD-10071,12.913919784997194,77.58899320956523,2026-08-14 18:20:00.193263378,358.078426565732,18,18:20:00,3
ORD-10072,12.888297477510662,77.63962758417657,2026-08-14 21:14:30.639810981,810.778095023865,21,21:14:30,3
ORD-10073,13.011951691772564,77.63087391084088,2026-08-14 17:06:17.983741300,515.7566107261747,17,17:06:17,5
ORD-10074,12.951382377508564,77.6581870034824,2026-08-14 23:59:59.000000000,453.6605798005572,23,23:59:59,4
ORD-10075,12.886766463187406,77.62673779637423,2026-08-14 23:17:36.161741868,751.9335329911389,23,23:17:36,3
ORD-10076,13.05793589758248,77.58040376387136,2026-08-14 22:27:38.668006773,420.5647034896247,22,22:27:38,5
ORD-10077,12.908187981491247,77.68083322330216,2026-08-14 16:31:26.138947892,466.286945704632,16,16:31:26,4
ORD-10078,12.977762355650622,77.77225887127491,2026-08-14 20:30:48.719434120,628.6204284184274,20,20:30:48,1
ORD-10079,12.906427339586022,77.58182504367173,2026-08-14 23:01:21.777582126,419.8896302075476,23,23:01:21,3
ORD-10080,12.907969257892775,77.57855925144135,2026-08-14 21:28:57.948594220,368.0218890971248,21,21:28:57,3
ORD-10081,12.879352299761392,77.60975543169724,2026-08-14 17:29:41.018058296,141.93653769589235,17,17:29:41,3
ORD-10082,12.910702318417602,77.71079834021356,2026-08-14 18:22:29.156202222,339.5252529925858,18,18:22:29,1
ORD-10083,12.958681893689691,77.64563266820973,2026-08-14 18:52:12.574757946,338.095838101558,18,18:52:12,4
ORD-10084,12.95608431321146,77.7143782491823,2026-08-14 18:29:29.059489603,503.7850043202915,18,18:29:29,1
ORD-10085,12.933840875696587,77.73693561139206,2026-08-14 23:49:19.009521393,388.4312601408336,23,23:49:19,1
ORD-10086,12.939158147207586,77.64258859919705,2026-08-14 15:11:50.881750591,803.7028516285793,15,15:11:50,4
ORD-10087,12.899221389258132,77.56972776509053,2026-08-14 21:38:23.272256930,321.3556604647791,21,21:38:23,3
ORD-10088,12.937274527325322,77.55407627602808,2026-08-14 16:46:09.269625644,690.0970030286107,16,16:46:09,2
ORD-10089,12.953461157639858,77.6409846631653,2026-08-14 17:35:48.736612940,512.9629432691323,17,17:35:48,4
ORD-10090,12.964149039999802,77.6300291009288,2026-08-14 14:58:32.399698182,601.0161053568584,14,14:58:32,4
ORD-10091,12.872082834961056,77.61749887986147,2026-08-14 18:37:38.510119569,591.9029392103805,18,18:37:38,3
ORD-10092,13.072993005177564,77.5838528216982,2026-08-14 23:46:36.584863853,147.2646704531375,23,23:46:36,5
ORD-10093,13.018888993149536,77.63984608513314,2026-08-14 20:39:43.418182183,478.2670981535164,20,20:39:43,5
ORD-10094,13.094030649125022,77.6076835094286,2026-08-14 17:00:14.746077008,440.6657794149252,17,17:00:14,5
ORD-10095,12.99215870949321,77.6440965550916,2026-08-14 22:32:34.329069414,310.05328579630986,22,22:32:34,4
ORD-10096,12.987258787797415,77.57705680622735,2026-08-14 23:04:41.738372118,548.9439055823802,23,23:04:41,2
ORD-10097,12.954101000721524,77.75834942338209,2026-08-14 20:15:36.418329352,737.4810473816208,20,20:15:36,1
ORD-10098,12.890030350231882,77.61948593796225,2026-08-14 23:59:59.000000000,120.0,23,23:59:59,3
ORD-10099,12.97357914913806,77.54780611520921,2026-08-14 22:03:14.077121622,399.82954862374186,22,22:03:14,2
ORD-10100,12.988906873562808,77.6637830976546,2026-08-14 21:42:23.872565633,293.1350753829566,21,21:42:23,4
ORD-10101,12.900508238445934,77.62911867897552,2026-08-14 17:59:29.591635503,490.766673935654,17,17:59:29,3
ORD-10102,12.96991017044172,77.79304966289536,2026-08-14 21:34:06.586370592,431.1568075275006,21,21:34:06,1
ORD-10103,13.005993909996947,77.54559752468859,2026-08-14 20:32:31.121498440,389.1484180864233,20,20:32:31,5
ORD-10104,12.948454184471244,77.57570302512248,2026-08-14 21:17:58.461024039,583.4260242493588,21,21:17:58,2
ORD-10105,12.938099139968134,77.59901398346605,2026-08-14 18:17:18.729427728,725.4271951585648,18,18:17:18,2
ORD-10106,13.03098479741923,77.7864021636966,2026-08-14 20:19:12.889959231,879.1977977636752,20,20:19:12,1
ORD-10107,13.009908009260949,77.55028862875814,2026-08-14 17:57:28.246498065,369.0556427297119,17,17:57:28,5
ORD-10108,12.921701457915775,77.63970759261319,2026-08-14 14:37:55.811100306,206.8686672272896,14,14:37:55,3
ORD-10109,12.943607204538118,77.66835964886688,2026-08-14 22:29:44.741117205,563.879465111751,22,22:29:44,4
ORD-10110,12.997447190276327,77.78393491590136,2026-08-14 16:14:38.499164794,721.5727102984805,16,16:14:38,1
ORD-10111,12.946639939021363,77.57587454444261,2026-08-14 20:16:04.678183042,602.0534950561092,20,20:16:04,2
ORD-10112,12.921050551409856,77.6200031408968,2026-08-14 20:49:57.019165041,720.9520559295466,20,20:49:57,3
ORD-10113,13.033996697501635,77.61460816290183,2026-08-14 20:48:59.067142767,446.1769994096821,20,20:48:59,5
ORD-10114,12.905443808966384,77.57405658530104,2026-08-14 19:17:32.288337616,388.5638340340307,19,19:17:32,3
ORD-10115,12.923582957758386,77.59371666050613,2026-08-14 20:40:40.903277520,497.31538611019687,20,20:40:40,2
ORD-10116,13.01285092981885,77.58875010643001,2026-08-14 21:10:38.703628066,430.4170218949668,21,21:10:38,5
ORD-10117,12.90231878653049,77.66367357211475,2026-08-14 21:50:14.683341768,579.4641032010516,21,21:50:14,3
ORD-10118,12.917594048484418,77.6337464440794,2026-08-14 23:59:59.000000000,625.4651667005237,23,23:59:59,3
ORD-10119,13.025106174768933,77.59176339123474,2026-08-14 20:35:07.747363484,637.2125496857828,20,20:35:07,5
ORD-10120,13.000504294360844,77.52399357427933,2026-08-14 20:09:36.439605159,556.5889006206585,20,20:09:36,2
ORD-10121,12.87637870244406,77.53481578112854,2026-08-14 17:43:59.439311849,516.873349001295,17,17:43:59,2
ORD-10122,13.018046436961152,77.75405386055294,2026-08-14 21:05:23.516915094,599.1640033876272,21,21:05:23,1
ORD-10123,12.94883615834322,77.54678526468727,2026-08-14 21:40:06.447928265,185.5512138520918,21,21:40:06,2
ORD-10124,12.893271174977396,77.65554779217561,2026-08-14 19:31:09.271341465,511.5856128500913,19,19:31:09,3
ORD-10125,12.97983709393339,77.744847815246,2026-08-14 21:21:41.512537656,487.87170857556765,21,21:21:41,1
ORD-10126,13.055569482551004,77.65425292321474,2026-08-14 19:16:07.354258056,511.9620593957332,19,19:16:07,5
ORD-10127,12.920163513776204,77.58532794309303,2026-08-14 21:40:38.933868800,466.8564680618653,21,21:40:38,2
ORD-10128,12.941940892155596,77.70822383723458,2026-08-14 22:16:53.420826268,544.7783240192424,22,22:16:53,1
ORD-10129,12.898122530745336,77.61851280551761,2026-08-14 22:14:47.650800574,393.8095617698977,22,22:14:47,3
ORD-10130,12.965781921293432,77.76983701041645,2026-08-14 20:17:40.598935272,649.4285144180445,20,20:17:40,1
ORD-10131,12.912191960610183,77.62278622391995,2026-08-14 17:24:00.286635447,551.0474666120211,17,17:24:00,3
ORD-10132,12.960099370281291,77.73345185703653,2026-08-14 18:28:12.782526224,502.6028786825791,18,18:28:12,1
ORD-10133,12.998081266629072,77.72031770406893,2026-08-14 21:29:16.415914963,375.372514404582,21,21:29:16,1
ORD-10134,12.913068411129204,77.56703050620656,2026-08-14 23:59:59.000000000,602.2975327811857,23,23:59:59,2
ORD-10135,12.906952488957948,77.73844684329045,2026-08-14 19:08:53.513056211,510.9989547741737,19,19:08:53,1
ORD-10136,12.997249017863762,77.55000187583231,2026-08-14 21:08:22.539105493,366.6774909694625,21,21:08:22,2
ORD-10137,12.95329689278677,77.62717211873796,2026-08-14 18:36:35.526982685,471.5007686380142,18,18:36:35,4
ORD-10138,12.944101833731011,77.74504646269318,2026-08-14 17:33:54.296601758,574.362392886186,17,17:33:54,1
ORD-10139,13.034341263267438,77.66647417347271,2026-08-14 18:18:33.157227804,562.7360308229738,18,18:18:33,5
ORD-10140,12.978707427921435,77.63248108390637,2026-08-14 14:47:37.752209676,553.0513451712233,14,14:47:37,4
ORD-10141,12.972481317465808,77.73208827547202,2026-08-14 23:23:00.915566170,493.8797087611616,23,23:23:00,1
ORD-10142,12.897933767299834,77.66607622686871,2026-08-14 14:25:28.827723768,633.8729299952845,14,14:25:28,3
ORD-10143,12.975236374971978,77.7639351542793,2026-08-14 19:20:25.545926394,665.6694755717415,19,19:20:25,1
ORD-10144,12.967773228754307,77.72427091197464,2026-08-14 17:03:16.848941850,590.5983923513311,17,17:03:16,1
ORD-10145,12.928692643166793,77.5685211833232,2026-08-14 17:47:20.578061740,391.8823087716439,17,17:47:20,2
ORD-10146,12.996298027431866,77.56689208005523,2026-08-14 23:26:28.703937648,321.2907424064224,23,23:26:28,5
ORD-10147,12.935481180065349,77.57919092784648,2026-08-14 20:30:09.602910283,398.40903495426096,20,20:30:09,2
ORD-10148,12.980282650369832,77.6250078149742,2026-08-14 17:35:11.434567365,773.0485121965085,17,17:35:11,4
